stop_id,stop_sequence,hour,trips_in_hour
901736,1,0,2
901736,1,1,2
901736,1,2,1
901736,1,3,1
901736,1,4,2
901736,1,5,5
901736,1,6,6
901736,1,7,6
901736,1,8,4
901736,1,9,3
901736,1,10,3
901736,1,11,3
901736,1,12,4
901736,1,13,4
901736,1,14,4
901736,1,15,5
901736,1,16,5
901736,1,17,4
901736,1,18,4
901736,1,19,4
901736,1,20,4
901736,1,21,3
901736,1,22,2
901736,1,23,2
303710,2,0,2
303710,2,1,2
303710,2,2,1
303710,2,3,1
303710,2,4,2
303710,2,5,5
303710,2,6,6
303710,2,7,6
303710,2,8,4
303710,2,9,3
303710,2,10,3
303710,2,11,3
303710,2,12,4
303710,2,13,4
303710,2,14,4
303710,2,15,5
303710,2,16,5
303710,2,17,4
303710,2,18,4
303710,2,19,4
303710,2,20,4
303710,2,21,3
303710,2,22,2
303710,2,23,2
303711,3,0,2
303711,3,1,2
303711,3,2,1
303711,3,3,1
303711,3,4,2
303711,3,5,5
303711,3,6,6
303711,3,7,6
303711,3,8,4
303711,3,9,3
303711,3,10,3
303711,3,11,3
303711,3,12,4
303711,3,13,4
303711,3,14,4
303711,3,15,5
303711,3,16,5
303711,3,17,4
303711,3,18,4
303711,3,19,4
303711,3,20,4
303711,3,21,3
303711,3,22,2
303711,3,23,2
303712,4,0,2
303712,4,1,2
303712,4,2,1
303712,4,3,1
303712,4,4,2
303712,4,5,5
303712,4,6,6
303712,4,7,6
303712,4,8,4
303712,4,9,3
303712,4,10,3
303712,4,11,3
303712,4,12,4
303712,4,13,4
303712,4,14,4
303712,4,15,5
303712,4,16,5
303712,4,17,4
303712,4,18,4
303712,4,19,4
303712,4,20,4
303712,4,21,3
303712,4,22,2
303712,4,23,2
303713,5,0,2
303713,5,1,2
303713,5,2,1
303713,5,3,1
303713,5,4,2
303713,5,5,5
303713,5,6,6
303713,5,7,6
303713,5,8,4
303713,5,9,3
303713,5,10,3
303713,5,11,3
303713,5,12,4
303713,5,13,4
303713,5,14,4
303713,5,15,5
303713,5,16,5
303713,5,17,4
303713,5,18,4
303713,5,19,4
303713,5,20,4
303713,5,21,3
303713,5,22,2
303713,5,23,2
303714,6,0,2
303714,6,1,2
303714,6,2,1
303714,6,3,1
303714,6,4,2
303714,6,5,5
303714,6,6,6
303714,6,7,6
303714,6,8,4
303714,6,9,3
303714,6,10,3
303714,6,11,3
303714,6,12,4
303714,6,13,4
303714,6,14,4
303714,6,15,5
303714,6,16,5
303714,6,17,4
303714,6,18,4
303714,6,19,4
303714,6,20,4
303714,6,21,3
303714,6,22,2
303714,6,23,2
306974,7,0,2
306974,7,1,2
306974,7,2,1
306974,7,3,1
306974,7,4,2
306974,7,5,5
306974,7,6,6
306974,7,7,6
306974,7,8,4
306974,7,9,3
306974,7,10,3
306974,7,11,3
306974,7,12,4
306974,7,13,4
306974,7,14,4
306974,7,15,5
306974,7,16,5
306974,7,17,4
306974,7,18,4
306974,7,19,4
306974,7,20,4
306974,7,21,3
306974,7,22,2
306974,7,23,2
306322,8,0,2
306322,8,1,2
306322,8,2,1
306322,8,3,1
306322,8,4,2
306322,8,5,5
306322,8,6,6
306322,8,7,6
306322,8,8,4
306322,8,9,3
306322,8,10,3
306322,8,11,3
306322,8,12,4
306322,8,13,4
306322,8,14,4
306322,8,15,5
306322,8,16,5
306322,8,17,4
306322,8,18,4
306322,8,19,4
306322,8,20,4
306322,8,21,3
306322,8,22,2
306322,8,23,2
303717,9,0,2
303717,9,1,2
303717,9,2,1
303717,9,3,1
303717,9,4,2
303717,9,5,5
303717,9,6,6
303717,9,7,6
303717,9,8,4
303717,9,9,3
303717,9,10,3
303717,9,11,3
303717,9,12,4
303717,9,13,4
303717,9,14,4
303717,9,15,5
303717,9,16,5
303717,9,17,4
303717,9,18,4
303717,9,19,4
303717,9,20,4
303717,9,21,3
303717,9,22,2
303717,9,23,2
303718,10,0,2
303718,10,1,2
303718,10,2,1
303718,10,3,1
303718,10,4,2
303718,10,5,5
303718,10,6,6
303718,10,7,6
303718,10,8,4
303718,10,9,3
303718,10,10,3
303718,10,11,3
303718,10,12,4
303718,10,13,4
303718,10,14,4
303718,10,15,5
303718,10,16,5
303718,10,17,4
303718,10,18,4
303718,10,19,4
303718,10,20,4
303718,10,21,3
303718,10,22,2
303718,10,23,2
308136,11,0,2
308136,11,1,2
308136,11,2,1
308136,11,3,1
308136,11,4,2
308136,11,5,5
308136,11,6,6
308136,11,7,6
308136,11,8,4
308136,11,9,3
308136,11,10,3
308136,11,11,3
308136,11,12,4
308136,11,13,4
308136,11,14,4
308136,11,15,5
308136,11,16,5
308136,11,17,4
308136,11,18,4
308136,11,19,4
308136,11,20,4
308136,11,21,3
308136,11,22,2
308136,11,23,2
303720,12,0,2
303720,12,1,2
303720,12,2,1
303720,12,3,1
303720,12,4,2
303720,12,5,5
303720,12,6,6
303720,12,7,6
303720,12,8,4
303720,12,9,3
303720,12,10,3
303720,12,11,3
303720,12,12,4
303720,12,13,4
303720,12,14,4
303720,12,15,5
303720,12,16,5
303720,12,17,4
303720,12,18,4
303720,12,19,4
303720,12,20,4
303720,12,21,3
303720,12,22,2
303720,12,23,2
303722,13,0,2
303722,13,1,2
303722,13,2,1
303722,13,3,1
303722,13,4,2
303722,13,5,5
303722,13,6,6
303722,13,7,6
303722,13,8,4
303722,13,9,3
303722,13,10,3
303722,13,11,3
303722,13,12,4
303722,13,13,4
303722,13,14,4
303722,13,15,5
303722,13,16,5
303722,13,17,4
303722,13,18,4
303722,13,19,4
303722,13,20,4
303722,13,21,3
303722,13,22,2
303722,13,23,2
303723,14,0,2
303723,14,1,2
303723,14,2,1
303723,14,3,1
303723,14,4,2
303723,14,5,5
303723,14,6,6
303723,14,7,6
303723,14,8,4
303723,14,9,3
303723,14,10,3
303723,14,11,3
303723,14,12,4
303723,14,13,4
303723,14,14,4
303723,14,15,5
303723,14,16,5
303723,14,17,4
303723,14,18,4
303723,14,19,4
303723,14,20,4
303723,14,21,3
303723,14,22,2
303723,14,23,2
303724,15,0,2
303724,15,1,2
303724,15,2,1
303724,15,3,1
303724,15,4,2
303724,15,5,5
303724,15,6,6
303724,15,7,6
303724,15,8,4
303724,15,9,3
303724,15,10,3
303724,15,11,3
303724,15,12,4
303724,15,13,4
303724,15,14,4
303724,15,15,5
303724,15,16,5
303724,15,17,4
303724,15,18,4
303724,15,19,4
303724,15,20,4
303724,15,21,3
303724,15,22,2
303724,15,23,2
303725,16,0,2
303725,16,1,2
303725,16,2,1
303725,16,3,1
303725,16,4,2
303725,16,5,5
303725,16,6,6
303725,16,7,6
303725,16,8,4
303725,16,9,3
303725,16,10,3
303725,16,11,3
303725,16,12,4
303725,16,13,4
303725,16,14,4
303725,16,15,5
303725,16,16,5
303725,16,17,4
303725,16,18,4
303725,16,19,4
303725,16,20,4
303725,16,21,3
303725,16,22,2
303725,16,23,2
303726,17,0,2
303726,17,1,2
303726,17,2,1
303726,17,3,1
303726,17,4,2
303726,17,5,5
303726,17,6,6
303726,17,7,6
303726,17,8,4
303726,17,9,3
303726,17,10,3
303726,17,11,3
303726,17,12,4
303726,17,13,4
303726,17,14,4
303726,17,15,5
303726,17,16,5
303726,17,17,4
303726,17,18,4
303726,17,19,4
303726,17,20,4
303726,17,21,3
303726,17,22,2
303726,17,23,2
303727,18,0,2
303727,18,1,2
303727,18,2,1
303727,18,3,1
303727,18,4,2
303727,18,5,5
303727,18,6,6
303727,18,7,6
303727,18,8,4
303727,18,9,3
303727,18,10,3
303727,18,11,3
303727,18,12,4
303727,18,13,4
303727,18,14,4
303727,18,15,5
303727,18,16,5
303727,18,17,4
303727,18,18,4
303727,18,19,4
303727,18,20,4
303727,18,21,3
303727,18,22,2
303727,18,23,2
303728,19,0,2
303728,19,1,2
303728,19,2,1
303728,19,3,1
303728,19,4,2
303728,19,5,5
303728,19,6,6
303728,19,7,6
303728,19,8,4
303728,19,9,3
303728,19,10,3
303728,19,11,3
303728,19,12,4
303728,19,13,4
303728,19,14,4
303728,19,15,5
303728,19,16,5
303728,19,17,4
303728,19,18,4
303728,19,19,4
303728,19,20,4
303728,19,21,3
303728,19,22,2
303728,19,23,2
303729,20,0,2
303729,20,1,2
303729,20,2,1
303729,20,3,1
303729,20,4,2
303729,20,5,5
303729,20,6,6
303729,20,7,6
303729,20,8,4
303729,20,9,3
303729,20,10,3
303729,20,11,3
303729,20,12,4
303729,20,13,4
303729,20,14,4
303729,20,15,5
303729,20,16,5
303729,20,17,4
303729,20,18,4
303729,20,19,4
303729,20,20,4
303729,20,21,3
303729,20,22,2
303729,20,23,2
303730,21,0,2
303730,21,1,2
303730,21,2,1
303730,21,3,1
303730,21,4,2
303730,21,5,5
303730,21,6,6
303730,21,7,6
303730,21,8,4
303730,21,9,3
303730,21,10,3
303730,21,11,3
303730,21,12,4
303730,21,13,4
303730,21,14,4
303730,21,15,5
303730,21,16,5
303730,21,17,4
303730,21,18,4
303730,21,19,4
303730,21,20,4
303730,21,21,3
303730,21,22,2
303730,21,23,2
303731,22,0,2
303731,22,1,2
303731,22,2,1
303731,22,3,1
303731,22,4,2
303731,22,5,5
303731,22,6,6
303731,22,7,6
303731,22,8,4
303731,22,9,3
303731,22,10,3
303731,22,11,3
303731,22,12,4
303731,22,13,4
303731,22,14,4
303731,22,15,5
303731,22,16,5
303731,22,17,4
303731,22,18,4
303731,22,19,4
303731,22,20,4
303731,22,21,3
303731,22,22,2
303731,22,23,2
303732,23,0,2
303732,23,1,2
303732,23,2,1
303732,23,3,1
303732,23,4,2
303732,23,5,5
303732,23,6,6
303732,23,7,6
303732,23,8,4
303732,23,9,3
303732,23,10,3
303732,23,11,3
303732,23,12,4
303732,23,13,4
303732,23,14,4
303732,23,15,5
303732,23,16,5
303732,23,17,4
303732,23,18,4
303732,23,19,4
303732,23,20,4
303732,23,21,3
303732,23,22,2
303732,23,23,2
303733,24,0,2
303733,24,1,2
303733,24,2,1
303733,24,3,1
303733,24,4,2
303733,24,5,5
303733,24,6,6
303733,24,7,6
303733,24,8,4
303733,24,9,3
303733,24,10,3
303733,24,11,3
303733,24,12,4
303733,24,13,4
303733,24,14,4
303733,24,15,5
303733,24,16,5
303733,24,17,4
303733,24,18,4
303733,24,19,4
303733,24,20,4
303733,24,21,3
303733,24,22,2
303733,24,23,2
303734,25,0,2
303734,25,1,2
303734,25,2,1
303734,25,3,1
303734,25,4,2
303734,25,5,5
303734,25,6,6
303734,25,7,6
303734,25,8,4
303734,25,9,3
303734,25,10,3
303734,25,11,3
303734,25,12,4
303734,25,13,4
303734,25,14,4
303734,25,15,5
303734,25,16,5
303734,25,17,4
303734,25,18,4
303734,25,19,4
303734,25,20,4
303734,25,21,3
303734,25,22,2
303734,25,23,2
303735,26,0,2
303735,26,1,2
303735,26,2,1
303735,26,3,1
303735,26,4,2
303735,26,5,5
303735,26,6,6
303735,26,7,6
303735,26,8,4
303735,26,9,3
303735,26,10,3
303735,26,11,3
303735,26,12,4
303735,26,13,4
303735,26,14,4
303735,26,15,5
303735,26,16,5
303735,26,17,4
303735,26,18,4
303735,26,19,4
303735,26,20,4
303735,26,21,3
303735,26,22,2
303735,26,23,2
303736,27,0,2
303736,27,1,2
303736,27,2,1
303736,27,3,1
303736,27,4,2
303736,27,5,5
303736,27,6,6
303736,27,7,6
303736,27,8,4
303736,27,9,3
303736,27,10,3
303736,27,11,3
303736,27,12,4
303736,27,13,4
303736,27,14,4
303736,27,15,5
303736,27,16,5
303736,27,17,4
303736,27,18,4
303736,27,19,4
303736,27,20,4
303736,27,21,3
303736,27,22,2
303736,27,23,2
303737,28,0,2
303737,28,1,2
303737,28,2,1
303737,28,3,1
303737,28,4,2
303737,28,5,5
303737,28,6,6
303737,28,7,6
303737,28,8,4
303737,28,9,3
303737,28,10,3
303737,28,11,3
303737,28,12,4
303737,28,13,4
303737,28,14,4
303737,28,15,5
303737,28,16,5
303737,28,17,4
303737,28,18,4
303737,28,19,4
303737,28,20,4
303737,28,21,3
303737,28,22,2
303737,28,23,2
303738,29,0,2
303738,29,1,2
303738,29,2,1
303738,29,3,1
303738,29,4,2
303738,29,5,5
303738,29,6,6
303738,29,7,6
303738,29,8,4
303738,29,9,3
303738,29,10,3
303738,29,11,3
303738,29,12,4
303738,29,13,4
303738,29,14,4
303738,29,15,5
303738,29,16,5
303738,29,17,4
303738,29,18,4
303738,29,19,4
303738,29,20,4
303738,29,21,3
303738,29,22,2
303738,29,23,2
304663,30,0,2
304663,30,1,2
304663,30,2,1
304663,30,3,1
304663,30,4,2
304663,30,5,5
304663,30,6,6
304663,30,7,6
304663,30,8,4
304663,30,9,3
304663,30,10,3
304663,30,11,3
304663,30,12,4
304663,30,13,4
304663,30,14,4
304663,30,15,5
304663,30,16,5
304663,30,17,4
304663,30,18,4
304663,30,19,4
304663,30,20,4
304663,30,21,3
304663,30,22,2
304663,30,23,2
304664,31,0,2
304664,31,1,2
304664,31,2,1
304664,31,3,1
304664,31,4,2
304664,31,5,5
304664,31,6,6
304664,31,7,6
304664,31,8,4
304664,31,9,3
304664,31,10,3
304664,31,11,3
304664,31,12,4
304664,31,13,4
304664,31,14,4
304664,31,15,5
304664,31,16,5
304664,31,17,4
304664,31,18,4
304664,31,19,4
304664,31,20,4
304664,31,21,3
304664,31,22,2
304664,31,23,2
306600,32,0,2
306600,32,1,2
306600,32,2,1
306600,32,3,1
306600,32,4,2
306600,32,5,5
306600,32,6,6
306600,32,7,6
306600,32,8,4
306600,32,9,3
306600,32,10,3
306600,32,11,3
306600,32,12,4
306600,32,13,4
306600,32,14,4
306600,32,15,5
306600,32,16,5
306600,32,17,4
306600,32,18,4
306600,32,19,4
306600,32,20,4
306600,32,21,3
306600,32,22,2
306600,32,23,2
306676,33,0,2
306676,33,1,2
306676,33,2,1
306676,33,3,1
306676,33,4,2
306676,33,5,5
306676,33,6,6
306676,33,7,6
306676,33,8,4
306676,33,9,3
306676,33,10,3
306676,33,11,3
306676,33,12,4
306676,33,13,4
306676,33,14,4
306676,33,15,5
306676,33,16,5
306676,33,17,4
306676,33,18,4
306676,33,19,4
306676,33,20,4
306676,33,21,3
306676,33,22,2
306676,33,23,2
306677,34,0,2
306677,34,1,2
306677,34,2,1
306677,34,3,1
306677,34,4,2
306677,34,5,5
306677,34,6,6
306677,34,7,6
306677,34,8,4
306677,34,9,3
306677,34,10,3
306677,34,11,3
306677,34,12,4
306677,34,13,4
306677,34,14,4
306677,34,15,5
306677,34,16,5
306677,34,17,4
306677,34,18,4
306677,34,19,4
306677,34,20,4
306677,34,21,3
306677,34,22,2
306677,34,23,2
306474,35,0,2
306474,35,1,2
306474,35,2,1
306474,35,3,1
306474,35,4,2
306474,35,5,5
306474,35,6,6
306474,35,7,6
306474,35,8,4
306474,35,9,3
306474,35,10,3
306474,35,11,3
306474,35,12,4
306474,35,13,4
306474,35,14,4
306474,35,15,5
306474,35,16,5
306474,35,17,4
306474,35,18,4
306474,35,19,4
306474,35,20,4
306474,35,21,3
306474,35,22,2
306474,35,23,2
305263,36,0,2
305263,36,1,2
305263,36,2,1
305263,36,3,1
305263,36,4,2
305263,36,5,5
305263,36,6,6
305263,36,7,6
305263,36,8,4
305263,36,9,3
305263,36,10,3
305263,36,11,3
305263,36,12,4
305263,36,13,4
305263,36,14,4
305263,36,15,5
305263,36,16,5
305263,36,17,4
305263,36,18,4
305263,36,19,4
305263,36,20,4
305263,36,21,3
305263,36,22,2
305263,36,23,2
305264,37,0,2
305264,37,1,2
305264,37,2,1
305264,37,3,1
305264,37,4,2
305264,37,5,5
305264,37,6,6
305264,37,7,6
305264,37,8,4
305264,37,9,3
305264,37,10,3
305264,37,11,3
305264,37,12,4
305264,37,13,4
305264,37,14,4
305264,37,15,5
305264,37,16,5
305264,37,17,4
305264,37,18,4
305264,37,19,4
305264,37,20,4
305264,37,21,3
305264,37,22,2
305264,37,23,2
305265,38,0,2
305265,38,1,2
305265,38,2,1
305265,38,3,1
305265,38,4,2
305265,38,5,5
305265,38,6,6
305265,38,7,6
305265,38,8,4
305265,38,9,3
305265,38,10,3
305265,38,11,3
305265,38,12,4
305265,38,13,4
305265,38,14,4
305265,38,15,5
305265,38,16,5
305265,38,17,4
305265,38,18,4
305265,38,19,4
305265,38,20,4
305265,38,21,3
305265,38,22,2
305265,38,23,2
306476,39,0,2
306476,39,1,2
306476,39,2,1
306476,39,3,1
306476,39,4,2
306476,39,5,5
306476,39,6,6
306476,39,7,6
306476,39,8,4
306476,39,9,3
306476,39,10,3
306476,39,11,3
306476,39,12,4
306476,39,13,4
306476,39,14,4
306476,39,15,5
306476,39,16,5
306476,39,17,4
306476,39,18,4
306476,39,19,4
306476,39,20,4
306476,39,21,3
306476,39,22,2
306476,39,23,2
307114,40,0,2
307114,40,1,2
307114,40,2,1
307114,40,3,1
307114,40,4,2
307114,40,5,5
307114,40,6,6
307114,40,7,6
307114,40,8,4
307114,40,9,3
307114,40,10,3
307114,40,11,3
307114,40,12,4
307114,40,13,4
307114,40,14,4
307114,40,15,5
307114,40,16,5
307114,40,17,4
307114,40,18,4
307114,40,19,4
307114,40,20,4
307114,40,21,3
307114,40,22,2
307114,40,23,2
306622,41,0,2
306622,41,1,2
306622,41,2,1
306622,41,3,1
306622,41,4,2
306622,41,5,5
306622,41,6,6
306622,41,7,6
306622,41,8,4
306622,41,9,3
306622,41,10,3
306622,41,11,3
306622,41,12,4
306622,41,13,4
306622,41,14,4
306622,41,15,5
306622,41,16,5
306622,41,17,4
306622,41,18,4
306622,41,19,4
306622,41,20,4
306622,41,21,3
306622,41,22,2
306622,41,23,2
305271,42,0,2
305271,42,1,2
305271,42,2,1
305271,42,3,1
305271,42,4,2
305271,42,5,5
305271,42,6,6
305271,42,7,6
305271,42,8,4
305271,42,9,3
305271,42,10,3
305271,42,11,3
305271,42,12,4
305271,42,13,4
305271,42,14,4
305271,42,15,5
305271,42,16,5
305271,42,17,4
305271,42,18,4
305271,42,19,4
305271,42,20,4
305271,42,21,3
305271,42,22,2
305271,42,23,2
305272,43,0,2
305272,43,1,2
305272,43,2,1
305272,43,3,1
305272,43,4,2
305272,43,5,5
305272,43,6,6
305272,43,7,6
305272,43,8,4
305272,43,9,3
305272,43,10,3
305272,43,11,3
305272,43,12,4
305272,43,13,4
305272,43,14,4
305272,43,15,5
305272,43,16,5
305272,43,17,4
305272,43,18,4
305272,43,19,4
305272,43,20,4
305272,43,21,3
305272,43,22,2
305272,43,23,2
306623,44,0,2
306623,44,1,2
306623,44,2,1
306623,44,3,1
306623,44,4,2
306623,44,5,5
306623,44,6,6
306623,44,7,6
306623,44,8,4
306623,44,9,3
306623,44,10,3
306623,44,11,3
306623,44,12,4
306623,44,13,4
306623,44,14,4
306623,44,15,5
306623,44,16,5
306623,44,17,4
306623,44,18,4
306623,44,19,4
306623,44,20,4
306623,44,21,3
306623,44,22,2
306623,44,23,2
307121,45,0,2
307121,45,1,2
307121,45,2,1
307121,45,3,1
307121,45,4,2
307121,45,5,5
307121,45,6,6
307121,45,7,6
307121,45,8,4
307121,45,9,3
307121,45,10,3
307121,45,11,3
307121,45,12,4
307121,45,13,4
307121,45,14,4
307121,45,15,5
307121,45,16,5
307121,45,17,4
307121,45,18,4
307121,45,19,4
307121,45,20,4
307121,45,21,3
307121,45,22,2
307121,45,23,2
305155,46,0,2
305155,46,1,2
305155,46,2,1
305155,46,3,1
305155,46,4,2
305155,46,5,5
305155,46,6,6
305155,46,7,6
305155,46,8,4
305155,46,9,3
305155,46,10,3
305155,46,11,3
305155,46,12,4
305155,46,13,4
305155,46,14,4
305155,46,15,5
305155,46,16,5
305155,46,17,4
305155,46,18,4
305155,46,19,4
305155,46,20,4
305155,46,21,3
305155,46,22,2
305155,46,23,2
305156,47,0,2
305156,47,1,2
305156,47,2,1
305156,47,3,1
305156,47,4,2
305156,47,5,5
305156,47,6,6
305156,47,7,6
305156,47,8,4
305156,47,9,3
305156,47,10,3
305156,47,11,3
305156,47,12,4
305156,47,13,4
305156,47,14,4
305156,47,15,5
305156,47,16,5
305156,47,17,4
305156,47,18,4
305156,47,19,4
305156,47,20,4
305156,47,21,3
305156,47,22,2
305156,47,23,2
305157,48,0,2
305157,48,1,2
305157,48,2,1
305157,48,3,1
305157,48,4,2
305157,48,5,5
305157,48,6,6
305157,48,7,6
305157,48,8,4
305157,48,9,3
305157,48,10,3
305157,48,11,3
305157,48,12,4
305157,48,13,4
305157,48,14,4
305157,48,15,5
305157,48,16,5
305157,48,17,4
305157,48,18,4
305157,48,19,4
305157,48,20,4
305157,48,21,3
305157,48,22,2
305157,48,23,2
305159,49,0,2
305159,49,1,2
305159,49,2,1
305159,49,3,1
305159,49,4,2
305159,49,5,5
305159,49,6,6
305159,49,7,6
305159,49,8,4
305159,49,9,3
305159,49,10,3
305159,49,11,3
305159,49,12,4
305159,49,13,4
305159,49,14,4
305159,49,15,5
305159,49,16,5
305159,49,17,4
305159,49,18,4
305159,49,19,4
305159,49,20,4
305159,49,21,3
305159,49,22,2
305159,49,23,2
308186,50,0,2
308186,50,1,2
308186,50,2,1
308186,50,3,1
308186,50,4,2
308186,50,5,5
308186,50,6,6
308186,50,7,6
308186,50,8,4
308186,50,9,3
308186,50,10,3
308186,50,11,3
308186,50,12,4
308186,50,13,4
308186,50,14,4
308186,50,15,5
308186,50,16,5
308186,50,17,4
308186,50,18,4
308186,50,19,4
308186,50,20,4
308186,50,21,3
308186,50,22,2
308186,50,23,2
305284,51,0,2
305284,51,1,2
305284,51,2,1
305284,51,3,1
305284,51,4,2
305284,51,5,5
305284,51,6,6
305284,51,7,6
305284,51,8,4
305284,51,9,3
305284,51,10,3
305284,51,11,3
305284,51,12,4
305284,51,13,4
305284,51,14,4
305284,51,15,5
305284,51,16,5
305284,51,17,4
305284,51,18,4
305284,51,19,4
305284,51,20,4
305284,51,21,3
305284,51,22,2
305284,51,23,2
308187,52,0,2
308187,52,1,2
308187,52,2,1
308187,52,3,1
308187,52,4,2
308187,52,5,5
308187,52,6,6
308187,52,7,6
308187,52,8,4
308187,52,9,3
308187,52,10,3
308187,52,11,3
308187,52,12,4
308187,52,13,4
308187,52,14,4
308187,52,15,5
308187,52,16,5
308187,52,17,4
308187,52,18,4
308187,52,19,4
308187,52,20,4
308187,52,21,3
308187,52,22,2
308187,52,23,2
305286,53,0,2
305286,53,1,2
305286,53,2,1
305286,53,3,1
305286,53,4,2
305286,53,5,5
305286,53,6,6
305286,53,7,6
305286,53,8,4
305286,53,9,3
305286,53,10,3
305286,53,11,3
305286,53,12,4
305286,53,13,4
305286,53,14,4
305286,53,15,5
305286,53,16,5
305286,53,17,4
305286,53,18,4
305286,53,19,4
305286,53,20,4
305286,53,21,3
305286,53,22,2
305286,53,23,2
,,0,2
,,1,2
,,2,1
,,3,1
,,4,2
,,5,5
,,6,6
,,7,6
,,8,4
,,9,3
,,10,3
,,11,3
,,12,4
,,13,4
,,14,4
,,15,5
,,16,5
,,17,4
,,18,4
,,19,4
,,20,4
,,21,3
,,22,2
,,23,2
